hillnumber,hillname,name_kw,source_kw,region,parent,classification,metres,feet,gridref,bigsquareX,Easting,bigsquareY,Northing,gridref10,colgridref,colheight,drop,feature,observations,survey,revision,comments,map50,map25,xcoord,ycoord,latitude,longitude,country,climbed,tumponly,Ma,Ma=,Hu,Hu=,M,MT,Mur,F,C,CT,CTM,CTC,G,GT,GTM,GTC,GTG,GTH,D,DT,DN,Hew,N,Dil,VL,A,Tu,Sim,5,5D,5H,5M,4,3,2,1,0,sMa,sHu,sMur,sCT,sGT,sHew,s5,s5D,s5H,s5M,s4,W,WO,B,Sy,Fel,CoH,CoU,CoA,CoL,SIB,xMT,xC,xG,xN,xDT,O,Un,BL,Bg,Ca,Bin,T100,P600,P500
14846,Puffin Island,,,30A,,"0,SIB",58.5,192,SH650819,2,265000,3,381900,SH 65054 81996,Sea,,58.5,small cairn,,Trimble GeoXH 6000,2014-10-19,,114 115,263N,265051,381993,53.317635,-4.027276,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15379,Pen Tynreithin,,,31C,2207,2,211,692,SN650729,2,265000,2,272900,,SN645727,172,39,,,,2014-09-15,,135,213,265000,272900,52.337534,-3.982894,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15716,Mynydd Garn-Fach,,,32B,2280,2,297,974,SN650064,2,265000,2,206400,,SN654069,252,45,,,,2012-01-20,,159,165 178,265000,206400,51.740003,-3.956625,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18008,Heddon's Mouth Hill,,,40,2889,2,248,814,SS650491,2,265000,1,149100,,SS641484,212,36,,,,2012-01-20,,180,9W,265000,149100,51.225082,-3.934703,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,Pen Trum-gwr,,,30F,2151,5,512,1680,SH651029,2,265100,3,302900,SH 65129 02948,SH655026,457,55,no feature: ground NE of fence junction,cairn 60m W at SH 65071 02967 is probably lower,,2007-03-10,,135,23W,265126,302944,52.607497,-3.993207,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14350,Moel Berfedd,,,30B,1967,4,482,1581,SH651556,2,265100,3,355600,SH 65151 55686,SH647558,416,66,rock outcrop,,obvious summit,2014-10-19,,115,17W,265148,355683,53.081305,-4.014703,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15310,Bryncipill,,,31C,2214,2,249,817,SN651624,2,265100,2,262400,,SN651630,212,37,,,,2015-03-21,,146,199,265100,262400,52.243216,-3.977221,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17963,Heale Down,,,40,2889,2,296,971,SS651464,2,265100,1,146400,,SS656447,231,65,,,,2012-01-20,,180,9W,265100,146400,51.200841,-3.932255,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17501,Laughter Tor,,,40,2877,4,421,1381,SX652757,2,265200,0,075700,,SX646758,377,44,,,,2014-03-24,,191,28N 28S,265200,75700,50.565446,-3.904729,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17639,Penson Cross,,,40,2877,1,187,614,SS652061,2,265200,1,106100,,SS634057,146,41,,,,2012-01-20,,191,113,265200,106100,50.838675,-3.915835,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15370,Cefn-garth-uchaf,,,31C,2203,2,217,712,SN653554,2,265300,2,255400,,SN661555,173,44,,,,2012-01-20,,146,199,265300,255400,52.18037,-3.971508,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17488,Quickbeam Hill,,,40,2877,4,481,1578,SX653654,2,265300,0,065400,,SX469664,446,35,,,,2014-11-11,,202,20W 28S,265300,65400,50.472891,-3.899598,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17491,Ugborough Moor,,,40,2877,4,464,1522,SX653625,2,265300,0,062500,,SX651632,426,38,,,,2015-02-14,,202,20W 28S,265300,62500,50.446824,-3.898554,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Gyrn Wigau,,,30B,1965,N,643,2110,SH654675,2,265400,3,367500,SH 65419 67535,SH655676,628,15,no feature: rock,centre top,Abney level,2001-10-28,,115,17W,265416,367532,53.18782,-4.015682,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3361,Clip,,,30D,2074,5,595,1952,SH654329,2,265400,3,332900,SH 65462 32950,SH655330,564,31,rock outcrop,Geograph spot height implies rock outcrop is 3m higher than cairn 190m SSW at SH 65384 32784,,2012-06-07,"Moved from SH653327 to new, higher location May 2012",124,18W,265459,332946,52.877126,-4.000602,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,Castell y Gwynt,,,30B,1967,N,972,3189,SH654581,2,265400,3,358100,SH 65400 58185,SH 65431 58212,956,16,no feature: rock pinnacle,,Abney Level/Leica Disto A8,2007-12-22,"New Nuttall 2 Sep 2007, drop 16.0m",115,17W,265397,358182,53.103818,-4.012035,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14633,Pen Llyn y Garnedd,,,30B,1994,2,280,919,SH654422,2,265400,3,342200,,SH654423,247,33,,,,2012-01-20,,124,18W,265400,342200,52.960244,-4.005317,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14701,Pen Cae'n-y-coed,,,30D,2074,2,238,781,SH654385,2,265400,3,338500,,SH653382,186,52,,,,2012-01-20,,124,18W,265400,338500,52.927004,-4.003781,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15726,Carreg Dwfn,,,32B,5603,2,283,928,SN654173,2,265400,2,217300,,SN665179,204,79,,,,2012-01-20,,159,178,265400,217300,51.838046,-3.955068,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17795,Whiteley Cross,,,40,2877,1,112,367,SX654547,2,265400,0,054700,,SX653554,69,43,,,,2015-02-14,,202,20W,265400,54700,50.376737,-3.894349,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18691,Allt Ynysau,,,31C,2211,2,207,679,SN654381,2,265400,2,238100,,SN657386,139,68,,,,2012-12-05,,146,186,265400,238100,52.024947,-3.963207,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Pen yr Ole Wen,,,30B,1965,"F,Sim,Hew,N",978,3209,SH655619,2,265500,3,361900,SH 65598 61947,SH654622,933,45,ground 5m N of cairn,,Abney level,2001-10-28,,115,17W,265595,361944,53.137665,-4.010657,W,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3373,Craig Llyn Du [Rhinog Fawr North Top],,,30D,2060,5,553,1814,SH655295,2,265500,3,329500,SH 65551 29568,SH653294,517,36,rock,this W top is higher than that 65m ESE at SH 65613 29547,obvious summit,2007-06-30,,124,18W,265548,329564,52.846765,-3.997884,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14651,Pen Rhiwerfa,,,30F,2160,2,268,879,SH655061,2,265500,3,306100,,SH659062,179,89,,,,2012-01-20,,124,23W,265500,306100,52.635946,-3.988973,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15278,Esgair-maen-fach,,,31C,2214,2,266,873,SN655641,2,265500,2,264100,,SN646645,230,36,,,,2012-01-20,,146,199,265500,264100,52.258589,-3.972044,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15357,Pen Deri-Garon,,,31C,2214,2,226,741,SN655592,2,265500,2,259200,,SN652596,195,31,,,,2012-01-20,,146,199,265500,259200,52.214562,-3.970093,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17623,Cadford Moors,,,40,2877,1,196,643,SS655084,2,265500,1,108400,,SS587111,151,45,,,,2012-01-20,,191,113,265500,108400,50.859417,-3.912422,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17723,Seven Stones Hill,,,40,2877,1,144,472,SX655486,2,265500,0,048600,,SX679513,93,51,,,,2015-02-09,,202,20W,265500,48600,50.32193,-3.890764,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Glyder Fach,,,30B,1967,"F,Sim,Hew,N",994.3,3262,SH656582,2,265600,3,358200,SH 65646 58290,SH 6527 5815,919.8,74.5,large rock on huge pile of rocks,,obvious summit/Trimble GeoXH 6000,2014-10-19,,115,17W,265643,358287,53.104824,-4.008407,W,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2060,Rhinog Fawr,,,30D,,"Ma,Sim,Hew,N",720,2362,SH656290,2,265600,3,329000,SH 65675 29012,SH665281,357,363,trig point,cairn 35m E at SH 65709 29018 is probably lower,,2001-10-28,,124,18W,265672,329008,52.8418,-3.995815,W,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3359,Craig Ddrwg,,,30D,2074,5,596,1955,SH656331,2,265600,3,333100,SH 65661 33168,SH656340,546,50,rocky outcrop 10m SE of cairn,rock on top 210m N at SH 65682 33381 may be higher,,2007-03-10,,124,18W,265658,333164,52.879135,-3.997737,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7526,Corn-y-stwc [Craig Ddrwg North Top],,,30D,2074,s5,594,1949,SH656337,2,265600,3,333700,SH 65676 33797,SH656335,568,26,rock outcrop,large cairn to W is much  lower,obvious summit,2011-11-27,,124,18W,265673,333793,52.884789,-3.997774,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7648,Comins Pen-y-banc (old GR),,,31C,2207,Un,297,974,SN656694,2,265600,2,269400,,SN663690,268,29,,,,2013-05-08,"Subhump relocated to hill 7891, April 2013",135,199 213,265600,269400,52.306234,-3.972694,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18140,Hilltown,,,40,2889,1,174,571,SS656232,2,265600,1,123200,,SS646264,124,50,,,,2015-03-15,,180,127,265600,123200,50.992454,-3.916462,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,Uwch-mynydd,,,30D,2056,"Hu,3",328,1076,SH657193,2,265700,3,319300,SH 65738 19372,SH657201,222,106,small cairn,top 60m NW at SH 65689 19406 may be as high,,2012-12-21,,124,18W 23W,265735,319368,52.755208,-3.99092,W,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7527,Moel Ysgyfarnogod South Top,,,30D,2074,s5,578,1896,SH657342,2,265700,3,334200,SH 65746 34218,SH655344,557,21,top of massive rock slab,,,2011-11-27,,124,18W,265743,334214,52.888589,-3.996909,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14670,Mynydd-y-Llyn,,,30F,2151,2,256,840,SN657987,2,265700,2,298700,SN 65725 98700,SN652985,223,33,half buried rock,,,2012-01-20,,135,23W,265722,298696,52.569478,-3.982687,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15161,Pant y Crug,,,31C,2203,3,334,1096,SN657458,2,265700,2,245800,,SN663462,303,31,,,,2012-01-20,alternative summit at SN 659458,146,199,265700,245800,52.094208,-3.961867,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Foel Meirch,,,30B,1965,N,800,2625,SH658637,2,265800,3,363700,SH 65878 63744,SH658636,785,15,spike of rock,spike of rock 8m N at SH 65878 63744 is 5cm lower; pile of loose stones 8m NW at SH 65870 63754 is 20cm lower,Abney level,2009-11-20,,115,17W,265875,363741,53.153879,-4.007227,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Moelwyn Mawr,,,30B,,"Ma,Sim,Hew,N",770,2526,SH658448,2,265800,3,344800,SH 65825 44864,SH699485,385,385,ground next to trig point,,,2003-02-10,,124,18W,265822,344861,52.984252,-4.000142,W,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2074,Moel Ysgyfarnogod,,,30D,,"Ma,Sim,Hew,N",623,2044,SH658345,2,265800,3,334500,SH 65845 34594,SH658300,443,180,large cairn by trig point,,,2012-12-10,,124,18W,265842,334590,52.891992,-3.995593,W,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
18874,Coed Ty-coch,,,30B,1994,1,138,453,SH658410,2,265800,3,341000,,SH659412,108,30,,,,2014-01-29,New Tump added January 2014,124,18W,265800,341000,52.949564,-3.998869,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Craigysgafn,,,30B,1994,"N,sHew",689,2260,SH659443,2,265900,3,344300,SH 65997 44337,SH659445,665,24,no feature: rocky top,,,2001-10-28,,124,18W,265994,344334,52.979561,-3.997363,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3434,Tarren Cwm-ffernol,,,30F,2151,5,551,1808,SH659023,2,265900,3,302300,SH 65939 02374,SH675026,487,64,cairn with memorial plaques,ground 15m SSE on far side of fence at SH 65931 02387 may be as high,,2012-12-10,,135,23W,265936,302370,52.602541,-3.98102,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,Ryder's Hill,,,40,2877,"Hu,5",515,1690,SX659690,2,265900,0,069000,SX 65980 69070,SX603698,406,109,embedded rock 2m from trig point,,obvious summit,2007-03-10,,202,28S,265977,69064,50.505979,-3.891374,E,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Moelwyn Bach,,,30B,1994,"Hu,Sim,Hew,N",710,2329,SH660437,2,266000,3,343700,SH 66032 43746,SH660440,586,124,cairn on rocky rib,rock 40m NE at SH 66059 43778 is as high;  small pile of stones 100m NE is probably lower,Abney level,2009-11-20,,124,18W,266029,343743,52.97426,-3.996597,W,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023,Moelwyn Mawr North Ridge Top,,,30B,1994,N,640,2100,SH660452,2,266000,3,345200,SH 66099 45260,SH660451,625,15,rocky outcrop,,,2001-10-28,,115,17W 18W,266096,345257,52.987879,-3.996227,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14638,Pen Llynnau Cregennen,,,30F,2137,2,279,915,SH660139,2,266000,3,313900,,SH663138,247,32,,,,2014-09-11,,124,23W,266000,313900,52.706147,-3.984763,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14679,Y Garnedd,,,30B,1994,2,249,817,SH660418,2,266000,3,341800,,SH657420,215,34,,,,2012-01-20,,124,18W,266000,341800,52.956801,-3.996225,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,Moel Meirch,,,30B,2006,"Sim,5",608.85,1998,SH661503,2,266100,3,350300,SH 66128 50358,SH664499,551,58,rock tor,OS bolt is on flat rock a few m from summit rock,Leica 530,2013-12-03,Confirmed as sub-2000ft,115,17W,266125,350355,53.033687,-3.99791,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,Y Llethr,,,30D,,"Ma,Sim,Hew,N",756,2480,SH661257,2,266100,3,325700,SH 66136 25777,SH699346,195,561,ground near slight bend in wall,ground is higher than cairn and a few metres away from it,Abney level,2010-03-28,,124,18W,266133,325773,52.812851,-3.987648,W,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2058,Diffwys,,,30D,2056,"Hu,Sim,Hew,N, sMa",750,2461,SH661234,2,266100,3,323400,SH 66130 23413,SH666243,602,148,trig point,,,2001-10-28,,124,18W,266127,323409,52.791611,-3.986768,W,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2078,Foel Penolau,,,30D,2074,"N,sHew",614,2014,SH661348,2,266100,3,334800,SH 66187 34837,SH660346,588,26,small cairn on NE top,small cairn on SW top at SH 66149 34777 of equal height,Abney level,2001-10-28,,124,18W,266184,334833,52.89426,-3.990613,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
