hillnumber,hillname,name_kw,source_kw,region,parent,classification,metres,feet,gridref,bigsquareX,Easting,bigsquareY,Northing,gridref10,colgridref,colheight,drop,feature,observations,survey,revision,comments,map50,map25,xcoord,ycoord,latitude,longitude,country,climbed,tumponly,Ma,Ma=,Hu,Hu=,M,MT,Mur,F,C,CT,CTM,CTC,G,GT,GTM,GTC,GTG,GTH,D,DT,DN,Hew,N,Dil,VL,A,Tu,Sim,5,5D,5H,5M,4,3,2,1,0,sMa,sHu,sMur,sCT,sGT,sHew,s5,s5D,s5H,s5M,s4,W,WO,B,Sy,Fel,CoH,CoU,CoA,CoL,SIB,xMT,xC,xG,xN,xDT,O,Un,BL,Bg,Ca,Bin,T100,P600,P500
15158,Mynydd Cilciffeth,,,31C,2208,3,335,1099,SN010323,2,201000,2,232300,,SN031315,254,81,,,,2014-09-15,,145 157,35E,201000,232300,51.953505,-4.897387,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15572,Lawrenny Hill,,,31C,2224,0,57,187,SN012068,2,201200,2,206800,,SN024071,17,40,,,,2012-01-20,,157 158,36E,201200,206800,51.724596,-4.879826,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15557,Mayeston Hill,,,31C,2224,0,72,236,SN015041,2,201500,2,204100,,SN019027,26,46,,,,2012-01-20,,157 158,36E,201500,204100,51.700457,-4.87395,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15541,Freshwater East Hill,,,31C,2224,0,90,295,SS017985,2,201700,1,198500,,SS040983,41,49,,,,2015-03-15,,158,36E,201700,198500,51.650239,-4.86788,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17807,Lobb's Shop Hill,,,40,2884,1,107,351,SX021495,2,202100,0,049500,,SX029519,68,39,,,,2012-01-20,,204,105 107,202100,49500,50.312135,-4.780929,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15516,Wiston Castle,,,31C,2208,1,122,400,SN022181,2,202200,2,218100,,SN016209,71,51,,,,2014-09-15,,157 158,36E,202200,218100,51.826422,-4.871804,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15473,Pen-y-fford,,,31C,2208,1,154,505,SN027241,2,202700,2,224100,SN 02774 24142,SN017246,123,31,no feature,flat summit area in pasture,,2012-01-20,,145 157 158,35E,202771,224137,51.880832,-4.866976,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5234,Mynydd Castlebythe,,,31C,2208,"Hu,3",347,1138,SN028296,2,202800,2,229600,SN 02874 29652,SN058299,231,116,trig point on tumulus,,,2009-06-08,,145 157 158,35E,202871,229647,51.930346,-4.868677,W,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17671,Trescoll Hill,,,40,2884,1,167,548,SX031619,2,203100,0,061900,,SX043619,133,34,,,,2012-01-20,,200,107,203100,61900,50.423858,-4.77339,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17696,Treskilling Downs,,,40,2884,1,157,515,SX037577,2,203700,0,057700,,SX035570,127,30,,,,2012-01-20,,200,107,203700,57700,50.38633,-4.762758,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18754,Gull Rock,,,40,,0,46,151,SX038864,2,203800,0,086400,,Sea,,46,,,,2013-07-25,New Tump July 2013,200,111,203800,86400,50.644165,-4.776442,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17709,Pencarrow Hill,,,40,2881,1,151,495,SX043698,2,204300,0,069800,,SX056716,99,52,,,,2012-01-20,,200,109,204300,69800,50.495223,-4.760647,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17685,Pencreege Hill,,,40,2881,1,161,528,SX048779,2,204800,0,077900,,SX043784,112,49,,,,2012-01-20,,200,109,204800,77900,50.568149,-4.757847,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17851,The Island [Pen Diu],,,40,2881,0,86,282,SX049890,2,204900,0,089000,,SX051889,35,51,,,,2013-07-24,Relocated from 84m at SX047891,200,111,204900,89000,50.667889,-4.762273,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18766,Gull Island,,,40,,0,33,108,SX049518,2,204900,0,051800,,Sea,,33,,,,2013-07-25,New Tump July 2013,200 204,105 107,204900,51800,50.333729,-4.74284,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17628,Penvivian Downs West Top,,,40,2884,1,194,636,SX055631,2,205500,0,063100,,SX060631,159,35,,,,2012-01-20,,200,107,205500,63100,50.435437,-4.740266,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18750,The Sisters North,,,40,,0,33,108,SX060900,2,206000,0,090000,,Sea,,33,,,,2013-07-25,New Tump July 2013,200,111,206000,90000,50.677239,-4.747251,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18987,The Sisters South,,,40,,0,33,108,SX060899,2,206000,0,089900,,Sea,,33,,,,2014-12-06,New Tump November 2014,200,111,206000,89900,50.676341,-4.747198,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,Mynydd Carningli,,,31C,,"Ma,3",346,1135,SN062372,2,206200,2,237200,SN 06242 37231,SN058354,114,232,rock tor,tor 25m SSW at SN 06236 37208 is c 25cm lower; rock tor 55m SSW at SN 06217 37183 is c 15cm lower,Abney level,2012-12-10,,145,35E,206239,237226,51.999588,-4.824031,W,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17600,Helman Tor,,,40,2884,2,210,689,SX062615,2,206200,0,061500,,SX071595,174,36,,,,2015-02-21,,200,107,206200,61500,50.421296,-4.729594,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15336,Penlan,,,31C,2208,2,238,781,SN063261,2,206300,2,226100,SN 06397 26138,SN065271,205,33,no feature,flat summit area in meadow,,2012-01-20,,145 158,35E,206394,226133,51.900026,-4.815526,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18751,Lye Rock,,,40,2881,0,76,249,SX064897,2,206400,0,089700,,SX063897,18,58,,,,2013-07-25,New Tump July 2013,200,111,206400,89700,50.674678,-4.741439,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14895,Cerrig Lladron [Foel Eryr],,,31C,2208,4,468,1535,SN065320,2,206500,2,232000,SN 06587 32084,SN074321,404,64,large cairn,,,2012-01-20,,145,35E,206584,232079,51.953488,-4.81611,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17750,Pengall Hill,,,40,2884,1,132,433,SX065558,2,206500,0,055800,SX 06511 55829,SX062560,101,31,no feature,flat summit area,,2012-01-20,,200,107,206508,55823,50.370399,-4.722334,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15544,Myrtle Grove Hill,,,31C,2224,0,90,295,SN067063,2,206700,2,206300,,SN085061,52,38,,,,2015-03-15,,158,36E,206700,206300,51.722029,-4.800018,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17612,Penvivian Downs,,,40,2884,2,202,663,SX067632,2,206700,0,063200,,SX064621,135,67,,,,2012-01-20,,200,107,206700,63200,50.436732,-4.72344,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17682,The Beacon,,,40,2881,1,162,531,SX067663,2,206700,0,066300,,SX073663,117,45,,,,2012-01-20,,200,107 109,206700,66300,50.464579,-4.725039,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17608,Crift Downs,,,40,2884,2,206,676,SX068599,2,206800,0,059900,,SX062613,176,30,,,,2012-01-20,,200,107,206800,59900,50.40712,-4.720334,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15520,Broadway Hill,,,31C,2208,1,112,367,SN071185,2,207100,2,218500,,SN049171,63,49,,,,2012-01-20,,158,36E,207100,218500,51.831728,-4.801012,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17598,Lanlivery Hill,,,40,2884,2,210,689,SX071590,2,207100,0,059000,,,134,76,,,,2012-01-20,,200,107,207100,59000,50.399134,-4.715654,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15525,Norchard Beacon,,,31C,2224,1,110,361,SN072000,2,207200,2,200000,,SN064019,23,87,,,,2015-03-15,,158,36E,207200,200000,51.665623,-4.789306,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17904,Long Island,,,40,,0,82,269,SX073905,2,207300,0,090500,,Sea,,82,,,,2013-07-24,,190,111,207300,90500,50.682163,-4.729133,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18752,Short Island,,,40,,0,46,151,SX076908,2,207600,0,090800,,Sea,,46,,,,2013-07-25,New Tump July 2013,190,111,207600,90800,50.684957,-4.725048,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17694,Helligan Hill,,,40,2881,1,157,515,SX078724,2,207800,0,072400,,SX076753,116,41,,,,2015-02-14,,200,109,207800,72400,50.519737,-4.712696,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15535,Robeston Hill,,,31C,2224,0,99,325,SN080157,2,208000,2,215700,,SN090158,53,46,,,,2012-01-20,,158,36E,208000,215700,51.806893,-4.786415,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15154,Cnwc yr Hydd,,,31C,2208,3,339,1112,SN082344,2,208200,2,234400,,SN082336,292,47,,,,2012-01-20,,145,35E,208200,234400,51.974893,-4.793917,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17584,Helsbury Castle,Kastel Henlys,W,40,2881,2,221,725,SX083795,2,208300,0,079500,,SX088801,186,35,,,,2012-01-20,,200,109,208300,79500,50.583681,-4.709306,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17634,Chark Moor,,,40,2884,1,189,620,SX088605,2,208800,0,060500,,SX072612,136,53,,,,2015-02-21,,200,107,208800,60500,50.413165,-4.692526,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18753,Meachard,,,40,,0,37,121,SX089916,2,208900,0,091600,,Sea,,37,,,,2013-07-25,New Tump July 2013,190,111,208900,91600,50.692571,-4.70708,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17540,Condolden Barrow,Goondolven,W,40,2881,3,308,1010,SX090872,2,209000,0,087200,,SX111881,258,50,,,,2012-01-20,,190 200,111,209000,87200,50.653079,-4.703394,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,Foel Cwmcerwyn,,,31C,,"Ma,5,CoH,CoU",536,1759,SN094311,2,209400,2,231100,SN 09410 31161,SN254317,192,344,ground 2m NE of trig point,ground 25m NE at SN 09433 31173 is c 15cm lower,Abney level,2001-10-28,,145,35E,209407,231156,51.946174,-4.774568,W,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15397,Penrhos,,,31C,2208,2,201,659,SN100261,2,210000,2,226100,,SN094267,129,72,,,,2012-01-20,,145 158,35E,210000,226100,51.900974,-4.763158,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15521,Pen Sarn-gwm,,,31C,2208,1,111,364,SN101184,2,210100,2,218400,,SN110193,64,47,,,,2012-01-20,,158,36E,210100,218400,51.831858,-4.757472,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15413,Penlan,,,31C,2213,1,192,630,SN102433,2,210200,2,243300,,SN110427,152,40,,,,2012-01-20,,145,35E,210200,243300,52.055505,-4.769769,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17761,Castle Dore Hill,Bronn Gastel Dor,W/T,40,2884,1,127,417,SX103554,2,210300,0,055400,SX 10339 55488,SX095579,87,40,no feature,,,2015-02-21,,200,107,210336,55482,50.368582,-4.668393,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17645,Long Downs,,,40,2881,1,185,607,SX112669,2,211200,0,066900,,SX133677,151,34,,,,2012-01-20,,200,107 109,211200,66900,50.471435,-4.662009,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18755,Gull Rock,,,40,,0,60,197,SX117933,2,211700,0,093300,,Sea,,60,,,,2013-07-25,New Tump July 2013,190,111,211700,93300,50.708756,-4.668349,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15482,Castell Mawr,,,31C,2213,1,149,489,SN118377,2,211800,2,237700,,SN123378,103,46,,,,2012-01-20,,145,35E,211800,237700,52.00576,-4.74338,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15530,Pentlepoir Hill,,,31C,2224,1,102,335,SN118058,2,211800,2,205800,,SN126067,58,44,,,,2012-01-20,,158,36E,211800,205800,51.719273,-4.726,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17544,Alex Tor,,,40,2881,2,291,955,SX118787,2,211800,0,078700,,SX119790,261,30,,,,2012-01-20,,200,109,211800,78700,50.577633,-4.659517,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17781,Golant Down,,,40,2884,1,118,387,SX118543,2,211800,0,054300,,SX111547,84,34,,,,2012-01-20,,200,107,211800,54300,50.358434,-4.647244,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17821,St Winnow Hill,,,40,2881,1,103,338,SX119576,2,211900,0,057600,,SX119584,73,30,,,,2012-01-20,,200,107,211900,57600,50.388112,-4.64749,E,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15588,St Margaret's Island,,,31C,,"0,SIB",40,131,SS120972,2,212000,1,197200,,Sea,,40,,,,2012-01-20,,158,36E,212000,197200,51.642102,-4.718477,W,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,Mynydd Enlli,,,30A,,"Ma,1,SIB",167,548,SH123219,2,212300,3,321900,SH 12316 21935,Sea,,167,rock outcrop,mound 70m SSW at SH 12282 21873 is lower,Abney level,2011-11-20,,123,253,212312,321931,52.762305,-4.783113,W,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18646,Hidden Slabs Stack,,,31C,,0,30,98,SS123984,2,212300,1,198400,,Sea,,30,,,,2012-12-05,,158,36E,212300,198400,51.65298,-4.71479,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15402,Crugiau Cemmaes,,,31C,2213,1,197,646,SN125416,2,212500,2,241600,SN 12543 41614,SN144418,137,60,trig point,ground c 20m E and ground with tumulus to SSW may be as high,,2012-01-20,,145,35E,212540,241609,52.041114,-4.734756,W,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
